millis,state,yaw_deg,pitch_deg,roll_deg,ax_G,ay_G,az_G,pressure_kPa,altitude_ft
105598,DESCENT,153.725,-77.212,-178.647,-0.970,0.078,-0.240,100.189,311.533
105601,DESCENT,153.748,-77.214,-178.637,-0.969,0.067,-0.243,100.194,310.155
105604,DESCENT,153.748,-77.214,-178.637,-0.969,0.067,-0.243,100.194,310.155
105607,DESCENT,153.748,-77.214,-178.637,-0.969,0.067,-0.243,100.194,310.155
105611,DESCENT,153.748,-77.214,-178.637,-0.969,0.067,-0.243,100.194,310.155
105615,DESCENT,153.769,-77.216,-178.627,-0.969,0.067,-0.242,100.200,308.500
105618,DESCENT,153.789,-77.219,-178.617,-0.972,0.069,-0.246,100.185,312.633
105622,DESCENT,153.806,-77.222,-178.606,-0.976,0.071,-0.243,100.200,308.500
105625,DESCENT,153.814,-77.226,-178.585,-0.980,0.074,-0.245,100.196,309.600
105629,DESCENT,153.813,-77.230,-178.558,-0.977,0.070,-0.243,100.189,311.533
105632,DESCENT,153.813,-77.230,-178.558,-0.977,0.070,-0.243,100.189,311.533
105635,DESCENT,153.813,-77.230,-178.558,-0.977,0.070,-0.243,100.189,311.533
105641,DESCENT,153.810,-77.233,-178.528,-0.972,0.072,-0.243,100.196,309.600
105644,DESCENT,153.803,-77.237,-178.494,-0.972,0.071,-0.245,100.189,311.533
105647,DESCENT,153.796,-77.241,-178.462,-0.969,0.059,-0.241,100.200,308.500
105651,DESCENT,153.790,-77.246,-178.432,-0.977,0.067,-0.242,100.200,308.500
105654,DESCENT,153.781,-77.251,-178.397,-0.971,0.070,-0.246,100.185,312.633
105657,DESCENT,153.767,-77.256,-178.359,-0.969,0.069,-0.248,100.200,308.500
105660,DESCENT,153.748,-77.262,-178.316,-0.968,0.074,-0.246,100.185,312.633
105663,DESCENT,153.729,-77.269,-178.271,-0.968,0.077,-0.237,100.200,308.500
105667,DESCENT,153.700,-77.282,-178.184,-0.970,0.072,-0.232,100.200,308.500
105670,DESCENT,153.700,-77.282,-178.184,-0.970,0.072,-0.232,100.200,308.500
105673,DESCENT,153.700,-77.282,-178.184,-0.970,0.072,-0.232,100.200,308.500
105676,DESCENT,153.700,-77.282,-178.184,-0.970,0.072,-0.232,100.200,308.500
105680,DESCENT,153.691,-77.288,-178.144,-0.972,0.071,-0.238,100.189,311.533
105683,DESCENT,153.688,-77.295,-178.105,-0.963,0.070,-0.238,100.189,311.533
105686,DESCENT,153.688,-77.301,-178.066,-0.957,0.072,-0.233,100.194,310.155
105689,DESCENT,153.691,-77.305,-178.023,-0.965,0.079,-0.241,100.189,311.533
105693,DESCENT,153.698,-77.310,-177.977,-0.973,0.083,-0.238,100.200,308.500
105696,DESCENT,153.698,-77.310,-177.977,-0.973,0.083,-0.238,100.200,308.500
105699,DESCENT,153.698,-77.310,-177.977,-0.973,0.083,-0.238,100.200,308.500
105702,DESCENT,153.698,-77.310,-177.977,-0.973,0.083,-0.238,100.200,308.500
105706,DESCENT,153.707,-77.312,-177.927,-0.967,0.080,-0.225,100.185,312.633
105709,DESCENT,153.717,-77.314,-177.876,-0.974,0.078,-0.240,100.200,308.500
105714,DESCENT,153.727,-77.316,-177.822,-0.967,0.070,-0.238,100.200,308.500
105717,DESCENT,153.734,-77.321,-177.765,-0.966,0.067,-0.244,100.200,308.500
105720,DESCENT,153.741,-77.328,-177.709,-0.968,0.061,-0.244,100.189,311.533
105723,DESCENT,153.741,-77.328,-177.709,-0.968,0.061,-0.244,100.189,311.533
105727,DESCENT,153.741,-77.328,-177.709,-0.968,0.061,-0.244,100.189,311.533
105732,DESCENT,153.746,-77.337,-177.651,-0.969,0.072,-0.234,100.189,311.533
105735,DESCENT,153.751,-77.348,-177.590,-0.975,0.080,-0.245,100.200,308.500
105739,DESCENT,153.759,-77.361,-177.529,-0.971,0.075,-0.234,100.200,308.500
105742,DESCENT,153.764,-77.375,-177.462,-0.970,0.081,-0.242,100.189,311.533
105745,DESCENT,153.772,-77.392,-177.398,-0.965,0.068,-0.230,100.200,308.500
105748,DESCENT,153.772,-77.392,-177.398,-0.965,0.068,-0.230,100.200,308.500
105757,DESCENT,153.772,-77.392,-177.398,-0.965,0.068,-0.230,100.200,308.500
105762,DESCENT,153.789,-77.433,-177.277,-0.974,0.069,-0.243,100.200,308.500
105765,DESCENT,153.798,-77.459,-177.216,-0.967,0.068,-0.241,100.200,308.500
105768,DESCENT,153.804,-77.489,-177.152,-0.963,0.070,-0.240,100.200,308.500
105771,DESCENT,153.808,-77.521,-177.087,-0.970,0.070,-0.240,100.200,308.500
105775,DESCENT,153.808,-77.521,-177.087,-0.970,0.070,-0.240,100.200,308.500
105778,DESCENT,153.808,-77.521,-177.087,-0.970,0.070,-0.240,100.200,308.500
105781,DESCENT,153.808,-77.521,-177.087,-0.970,0.070,-0.240,100.200,308.500
105785,DESCENT,153.812,-77.557,-177.021,-0.976,0.082,-0.238,100.189,311.533
105788,DESCENT,153.816,-77.594,-176.954,-0.974,0.076,-0.235,100.189,311.533
105797,DESCENT,153.826,-77.632,-176.893,-0.966,0.068,-0.236,100.189,311.533
105800,DESCENT,153.826,-77.632,-176.893,-0.966,0.068,-0.236,100.189,311.533
105803,DESCENT,153.826,-77.632,-176.893,-0.966,0.068,-0.236,100.189,311.533
105806,DESCENT,153.826,-77.632,-176.893,-0.966,0.068,-0.236,100.189,311.533
105811,DESCENT,153.905,-77.744,-176.735,-0.964,0.059,-0.254,100.185,312.633
105815,DESCENT,153.935,-77.781,-176.682,-0.970,0.064,-0.250,100.200,308.500
105818,DESCENT,153.961,-77.817,-176.621,-0.972,0.068,-0.249,100.189,311.533
105820,DESCENT,153.983,-77.851,-176.555,-0.975,0.068,-0.254,100.189,311.533
105823,DESCENT,154.004,-77.883,-176.484,-0.975,0.063,-0.260,100.200,308.500
105826,DESCENT,154.004,-77.883,-176.484,-0.975,0.063,-0.260,100.200,308.500
105829,DESCENT,154.004,-77.883,-176.484,-0.975,0.063,-0.260,100.200,308.500
105832,DESCENT,154.004,-77.883,-176.484,-0.975,0.063,-0.260,100.200,308.500
105837,DESCENT,154.021,-77.913,-176.411,-0.966,0.046,-0.258,100.200,308.500
105840,DESCENT,154.041,-77.938,-176.346,-0.955,0.018,-0.253,100.189,311.533
105843,DESCENT,154.061,-77.960,-176.298,-0.958,0.012,-0.251,100.200,308.500
105846,DESCENT,154.078,-77.978,-176.254,-0.972,0.041,-0.269,100.189,311.533
105850,DESCENT,154.084,-77.995,-176.198,-0.979,0.076,-0.274,100.200,308.500
105852,DESCENT,154.084,-77.995,-176.198,-0.979,0.076,-0.274,100.200,308.500
105855,DESCENT,154.084,-77.995,-176.198,-0.979,0.076,-0.274,100.200,308.500
105858,DESCENT,154.084,-77.995,-176.198,-0.979,0.076,-0.274,100.200,308.500
105863,DESCENT,154.076,-78.011,-176.122,-0.974,0.082,-0.276,100.189,311.533
105866,DESCENT,154.058,-78.024,-176.031,-0.968,0.082,-0.277,100.189,311.533
105869,DESCENT,154.038,-78.037,-175.937,-0.967,0.067,-0.274,100.200,308.500
105873,DESCENT,154.018,-78.048,-175.847,-0.967,0.058,-0.278,100.189,311.533
105876,DESCENT,154.004,-78.058,-175.768,-0.966,0.046,-0.275,100.200,308.500
105879,DESCENT,154.004,-78.058,-175.768,-0.966,0.046,-0.275,100.200,308.500
105882,DESCENT,154.004,-78.058,-175.768,-0.966,0.046,-0.275,100.200,308.500
105885,DESCENT,154.004,-78.058,-175.768,-0.966,0.046,-0.275,100.200,308.500
105889,DESCENT,153.997,-78.067,-175.705,-0.961,0.038,-0.275,100.196,309.600
105893,DESCENT,153.994,-78.076,-175.656,-0.961,0.043,-0.274,100.200,308.500
105896,DESCENT,153.989,-78.082,-175.612,-0.962,0.058,-0.276,100.189,311.533
105899,DESCENT,153.986,-78.087,-175.573,-0.963,0.066,-0.276,100.189,311.533
105903,DESCENT,153.983,-78.090,-175.537,-0.964,0.068,-0.279,100.189,311.533
105906,DESCENT,153.983,-78.090,-175.537,-0.964,0.068,-0.279,100.189,311.533
105909,DESCENT,153.983,-78.090,-175.537,-0.964,0.068,-0.279,100.189,311.533
105912,DESCENT,153.983,-78.090,-175.537,-0.964,0.068,-0.279,100.189,311.533
105916,DESCENT,153.984,-78.091,-175.508,-0.962,0.062,-0.275,100.189,311.533
105919,DESCENT,153.997,-78.089,-175.496,-0.961,0.052,-0.277,100.200,308.500
105922,DESCENT,154.016,-78.086,-175.497,-0.964,0.048,-0.282,100.200,308.500
105925,DESCENT,154.043,-78.079,-175.513,-0.967,0.049,-0.280,100.200,308.500
105928,DESCENT,154.071,-78.072,-175.534,-0.969,0.059,-0.290,100.200,308.500
105931,DESCENT,154.096,-78.063,-175.553,-0.972,0.084,-0.297,100.189,311.533
105934,DESCENT,154.170,-78.021,-175.587,-0.959,0.055,-0.275,100.200,308.500
105938,DESCENT,154.210,-78.001,-175.619,-0.963,0.055,-0.275,100.200,308.500
105941,DESCENT,154.210,-78.001,-175.619,-0.963,0.055,-0.275,100.200,308.500
105944,DESCENT,154.210,-78.001,-175.619,-0.963,0.055,-0.275,100.200,308.500
105947,DESCENT,154.210,-78.001,-175.619,-0.963,0.055,-0.275,100.200,308.500
105951,DESCENT,154.261,-77.978,-175.665,-0.963,0.064,-0.279,100.200,308.500
105954,DESCENT,154.315,-77.953,-175.714,-0.962,0.061,-0.279,100.194,310.155
105957,DESCENT,154.369,-77.925,-175.768,-0.967,0.060,-0.274,100.189,311.533
105961,DESCENT,154.423,-77.895,-175.825,-0.971,0.065,-0.274,100.216,304.099
105964,DESCENT,154.477,-77.864,-175.882,-0.967,0.067,-0.268,100.189,311.533
105967,DESCENT,154.477,-77.864,-175.882,-0.967,0.067,-0.268,100.189,311.533
105970,DESCENT,154.477,-77.864,-175.882,-0.967,0.067,-0.268,100.189,311.533
105973,DESCENT,154.477,-77.864,-175.882,-0.967,0.067,-0.268,100.189,311.533
105977,DESCENT,154.533,-77.830,-175.944,-0.965,0.057,-0.264,100.189,311.533
105981,DESCENT,154.594,-77.793,-176.013,-0.961,0.060,-0.260,100.189,311.533
105984,DESCENT,154.662,-77.755,-176.091,-0.964,0.060,-0.266,100.189,311.533
105988,DESCENT,154.738,-77.718,-176.177,-0.967,0.057,-0.264,100.189,311.533
105991,DESCENT,154.811,-77.683,-176.263,-0.966,0.060,-0.260,100.189,311.533
105994,DESCENT,154.811,-77.683,-176.263,-0.966,0.060,-0.260,100.189,311.533
105997,DESCENT,154.811,-77.683,-176.263,-0.966,0.060,-0.260,100.189,311.533
106000,DESCENT,154.811,-77.683,-176.263,-0.966,0.060,-0.260,100.189,311.533
106004,DESCENT,154.883,-77.651,-176.350,-0.973,0.063,-0.253,100.194,310.155
106007,DESCENT,154.952,-77.622,-176.434,-0.973,0.063,-0.246,100.189,311.533
106010,DESCENT,155.022,-77.596,-176.521,-0.977,0.064,-0.248,100.189,311.533
106013,DESCENT,155.094,-77.572,-176.610,-0.971,0.057,-0.249,100.200,308.500
106016,DESCENT,155.169,-77.551,-176.704,-0.965,0.051,-0.248,100.194,310.155
106019,DESCENT,155.169,-77.551,-176.704,-0.965,0.051,-0.248,100.194,310.155
106022,DESCENT,155.169,-77.551,-176.704,-0.965,0.051,-0.248,100.194,310.155
106025,DESCENT,155.169,-77.551,-176.704,-0.965,0.051,-0.248,100.194,310.155
106030,DESCENT,155.243,-77.532,-176.799,-0.967,0.050,-0.246,100.200,308.500
106033,DESCENT,155.310,-77.515,-176.889,-0.972,0.046,-0.252,100.189,311.533
106036,DESCENT,155.370,-77.501,-176.968,-0.974,0.054,-0.244,100.189,311.533
106039,DESCENT,155.421,-77.487,-177.033,-0.975,0.055,-0.236,100.189,311.533
106042,DESCENT,155.459,-77.474,-177.083,-0.979,0.054,-0.238,100.189,311.533
106045,DESCENT,155.459,-77.474,-177.083,-0.979,0.054,-0.238,100.189,311.533
106052,DESCENT,155.459,-77.474,-177.083,-0.979,0.054,-0.238,100.189,311.533
106056,DESCENT,155.487,-77.462,-177.119,-0.979,0.056,-0.232,100.189,311.533
106059,DESCENT,155.504,-77.452,-177.139,-0.976,0.054,-0.230,100.189,311.533
106062,DESCENT,155.512,-77.443,-177.148,-0.977,0.046,-0.235,100.200,308.500
106065,DESCENT,155.512,-77.437,-177.148,-0.975,0.051,-0.237,100.189,311.533
106069,DESCENT,155.508,-77.433,-177.140,-0.974,0.053,-0.238,100.189,311.533
106072,DESCENT,155.508,-77.433,-177.140,-0.974,0.053,-0.238,100.189,311.533
106075,DESCENT,155.508,-77.433,-177.140,-0.974,0.053,-0.238,100.189,311.533
106079,DESCENT,155.508,-77.433,-177.140,-0.974,0.053,-0.238,100.189,311.533
106082,DESCENT,155.500,-77.432,-177.124,-0.973,0.054,-0.236,100.189,311.533
106085,DESCENT,155.485,-77.432,-177.099,-0.976,0.063,-0.237,100.205,307.131
106089,DESCENT,155.463,-77.435,-177.066,-0.974,0.062,-0.230,100.185,312.633
106092,DESCENT,155.434,-77.439,-177.025,-0.978,0.062,-0.234,100.189,311.533
106095,DESCENT,155.405,-77.445,-176.980,-0.975,0.058,-0.232,100.200,308.500
106098,DESCENT,155.405,-77.445,-176.980,-0.975,0.058,-0.232,100.200,308.500
106101,DESCENT,155.405,-77.445,-176.980,-0.975,0.058,-0.232,100.200,308.500
106104,DESCENT,155.405,-77.445,-176.980,-0.975,0.058,-0.232,100.200,308.500
106108,DESCENT,155.378,-77.452,-176.933,-0.976,0.058,-0.239,100.200,308.500
106112,DESCENT,155.351,-77.461,-176.884,-0.972,0.056,-0.242,100.205,307.131
106115,DESCENT,155.326,-77.471,-176.833,-0.970,0.056,-0.245,100.189,311.533
106118,DESCENT,155.300,-77.482,-176.779,-0.970,0.059,-0.244,100.205,307.131
106121,DESCENT,155.272,-77.494,-176.721,-0.971,0.059,-0.245,100.189,311.533
106124,DESCENT,155.272,-77.494,-176.721,-0.971,0.059,-0.245,100.189,311.533
106127,DESCENT,155.272,-77.494,-176.721,-0.971,0.059,-0.245,100.189,311.533
106131,DESCENT,155.272,-77.494,-176.721,-0.971,0.059,-0.245,100.189,311.533
106135,DESCENT,155.244,-77.505,-176.661,-0.972,0.061,-0.250,100.200,308.500
106138,DESCENT,155.216,-77.516,-176.602,-0.971,0.059,-0.245,100.189,311.533
106141,DESCENT,155.191,-77.526,-176.548,-0.973,0.057,-0.251,100.200,308.500
106144,DESCENT,155.167,-77.537,-176.499,-0.969,0.050,-0.253,100.200,308.500
106147,DESCENT,155.145,-77.548,-176.453,-0.966,0.053,-0.258,100.189,311.533
106151,DESCENT,155.145,-77.548,-176.453,-0.966,0.053,-0.258,100.189,311.533
106154,DESCENT,155.145,-77.548,-176.453,-0.966,0.053,-0.258,100.189,311.533
106157,DESCENT,155.145,-77.548,-176.453,-0.966,0.053,-0.258,100.189,311.533
106161,DESCENT,155.125,-77.558,-176.411,-0.963,0.058,-0.256,100.189,311.533
106164,DESCENT,155.105,-77.567,-176.371,-0.960,0.057,-0.261,100.189,311.533
106169,DESCENT,155.082,-77.575,-176.332,-0.964,0.061,-0.262,100.200,308.500
106172,DESCENT,155.057,-77.583,-176.294,-0.967,0.059,-0.265,100.189,311.533
106175,DESCENT,155.032,-77.590,-176.262,-0.963,0.053,-0.267,100.189,311.533
106178,DESCENT,155.032,-77.590,-176.262,-0.963,0.053,-0.267,100.189,311.533
106181,DESCENT,155.032,-77.590,-176.262,-0.963,0.053,-0.267,100.189,311.533
106187,DESCENT,155.012,-77.595,-176.241,-0.962,0.052,-0.271,100.205,307.131
106190,DESCENT,154.994,-77.599,-176.227,-0.963,0.053,-0.271,100.189,311.533
106194,DESCENT,154.978,-77.601,-176.219,-0.965,0.053,-0.274,100.189,311.533
106197,DESCENT,154.960,-77.602,-176.214,-0.965,0.059,-0.273,100.200,308.500
106200,DESCENT,154.943,-77.602,-176.214,-0.966,0.062,-0.270,100.205,307.131
106209,DESCENT,154.943,-77.602,-176.214,-0.966,0.062,-0.270,100.205,307.131
106213,DESCENT,154.930,-77.599,-176.219,-0.968,0.065,-0.270,100.189,311.533
106216,DESCENT,154.922,-77.594,-176.231,-0.969,0.064,-0.263,100.194,310.155
106220,DESCENT,154.919,-77.585,-176.254,-0.969,0.056,-0.263,100.189,311.533
106223,DESCENT,154.920,-77.576,-176.281,-0.968,0.063,-0.267,100.200,308.500
106226,DESCENT,154.926,-77.564,-176.314,-0.966,0.056,-0.262,100.189,311.533
106229,DESCENT,154.926,-77.564,-176.314,-0.966,0.056,-0.262,100.189,311.533
106232,DESCENT,154.926,-77.564,-176.314,-0.966,0.056,-0.262,100.189,311.533
106234,DESCENT,154.926,-77.564,-176.314,-0.966,0.056,-0.262,100.189,311.533
106240,DESCENT,154.940,-77.549,-176.354,-0.966,0.059,-0.259,100.189,311.533
106243,DESCENT,154.957,-77.532,-176.395,-0.968,0.064,-0.256,100.200,308.500
106246,DESCENT,154.975,-77.513,-176.436,-0.970,0.065,-0.259,100.200,308.500
106249,DESCENT,154.993,-77.492,-176.477,-0.971,0.067,-0.253,100.189,311.533
106252,DESCENT,155.017,-77.470,-176.520,-0.968,0.062,-0.255,100.205,307.131
106255,DESCENT,155.017,-77.470,-176.520,-0.968,0.062,-0.255,100.205,307.131
106258,DESCENT,155.017,-77.470,-176.520,-0.968,0.062,-0.255,100.205,307.131
106262,DESCENT,155.017,-77.470,-176.520,-0.968,0.062,-0.255,100.205,307.131
106266,DESCENT,155.043,-77.446,-176.569,-0.971,0.060,-0.253,100.200,308.500
106269,DESCENT,155.074,-77.423,-176.621,-0.971,0.056,-0.250,100.189,311.533
106272,DESCENT,155.105,-77.400,-176.675,-0.971,0.057,-0.259,100.196,309.600
106275,DESCENT,155.140,-77.378,-176.732,-0.969,0.063,-0.250,100.189,311.533
106278,DESCENT,155.174,-77.356,-176.784,-0.972,0.066,-0.250,100.189,311.533
106281,DESCENT,155.174,-77.356,-176.784,-0.972,0.066,-0.250,100.189,311.533
106284,DESCENT,155.174,-77.356,-176.784,-0.972,0.066,-0.250,100.189,311.533
106287,DESCENT,155.174,-77.356,-176.784,-0.972,0.066,-0.250,100.189,311.533
106292,DESCENT,155.202,-77.335,-176.830,-0.975,0.064,-0.246,100.200,308.500
106295,DESCENT,155.227,-77.314,-176.872,-0.974,0.066,-0.244,100.182,313.465
106298,DESCENT,155.252,-77.293,-176.914,-0.977,0.063,-0.247,100.189,311.533
106301,DESCENT,155.278,-77.273,-176.954,-0.978,0.059,-0.247,100.200,308.500
106304,DESCENT,155.301,-77.255,-176.994,-0.972,0.052,-0.246,100.194,310.155
106307,DESCENT,155.301,-77.255,-176.994,-0.972,0.052,-0.246,100.194,310.155
106310,DESCENT,155.301,-77.255,-176.994,-0.972,0.052,-0.246,100.194,310.155
106314,DESCENT,155.301,-77.255,-176.994,-0.972,0.052,-0.246,100.194,310.155
106318,DESCENT,155.322,-77.239,-177.033,-0.969,0.054,-0.247,100.200,308.500
106321,DESCENT,155.342,-77.224,-177.070,-0.964,0.054,-0.246,100.189,311.533
106324,DESCENT,155.359,-77.210,-177.104,-0.969,0.059,-0.247,100.189,311.533
106328,DESCENT,155.368,-77.197,-177.131,-0.970,0.056,-0.243,100.189,311.533
106331,DESCENT,155.373,-77.184,-177.154,-0.967,0.058,-0.232,100.189,311.533
106334,DESCENT,155.373,-77.184,-177.154,-0.967,0.058,-0.232,100.189,311.533
106337,DESCENT,155.373,-77.184,-177.154,-0.967,0.058,-0.232,100.189,311.533
106340,DESCENT,155.373,-77.184,-177.154,-0.967,0.058,-0.232,100.189,311.533
106344,DESCENT,155.371,-77.172,-177.174,-0.971,0.054,-0.232,100.205,307.131
106347,DESCENT,155.371,-77.161,-177.196,-0.972,0.057,-0.240,100.200,308.500
106352,DESCENT,155.372,-77.151,-177.219,-0.966,0.059,-0.239,100.194,310.155
106355,DESCENT,155.373,-77.143,-177.240,-0.962,0.055,-0.238,100.200,308.500
106358,DESCENT,155.378,-77.136,-177.262,-0.968,0.063,-0.238,100.200,308.500
106361,DESCENT,155.378,-77.136,-177.262,-0.968,0.063,-0.238,100.200,308.500
106364,DESCENT,155.378,-77.136,-177.262,-0.968,0.063,-0.238,100.200,308.500
106367,DESCENT,155.378,-77.136,-177.262,-0.968,0.063,-0.238,100.200,308.500
106371,DESCENT,155.379,-77.130,-177.277,-0.971,0.071,-0.232,100.189,311.533
106374,DESCENT,155.382,-77.124,-177.289,-0.974,0.071,-0.226,100.194,310.155
106377,DESCENT,155.388,-77.119,-177.303,-0.974,0.067,-0.230,100.200,308.500
106380,DESCENT,155.394,-77.115,-177.315,-0.971,0.060,-0.231,100.189,311.533
106383,DESCENT,155.401,-77.112,-177.326,-0.970,0.058,-0.235,100.189,311.533
106386,DESCENT,155.401,-77.112,-177.326,-0.970,0.058,-0.235,100.189,311.533
106389,DESCENT,155.401,-77.112,-177.326,-0.970,0.058,-0.235,100.189,311.533
106392,DESCENT,155.401,-77.112,-177.326,-0.970,0.058,-0.235,100.189,311.533
106397,DESCENT,155.409,-77.110,-177.335,-0.969,0.052,-0.237,100.200,308.500
106400,DESCENT,155.413,-77.108,-177.340,-0.971,0.057,-0.236,100.194,310.155
106403,DESCENT,155.414,-77.108,-177.338,-0.976,0.060,-0.239,100.194,310.155
106406,DESCENT,155.412,-77.109,-177.330,-0.977,0.063,-0.239,100.194,310.155
106409,DESCENT,155.403,-77.109,-177.315,-0.978,0.060,-0.237,100.194,310.155
106412,DESCENT,155.403,-77.109,-177.315,-0.978,0.060,-0.237,100.194,310.155
106416,DESCENT,155.403,-77.109,-177.315,-0.978,0.060,-0.237,100.194,310.155
106419,DESCENT,155.403,-77.109,-177.315,-0.978,0.060,-0.237,100.194,310.155
106423,DESCENT,155.391,-77.109,-177.296,-0.979,0.060,-0.238,100.200,308.500
106426,DESCENT,155.374,-77.110,-177.273,-0.975,0.056,-0.242,100.200,308.500
106429,DESCENT,155.358,-77.111,-177.251,-0.969,0.051,-0.242,100.189,311.533
106432,DESCENT,155.339,-77.112,-177.226,-0.970,0.056,-0.250,100.189,311.533
106437,DESCENT,155.318,-77.114,-177.200,-0.972,0.059,-0.249,100.200,308.500
106440,DESCENT,155.318,-77.114,-177.200,-0.972,0.059,-0.249,100.200,308.500
106443,DESCENT,155.318,-77.114,-177.200,-0.972,0.059,-0.249,100.200,308.500
106446,DESCENT,155.318,-77.114,-177.200,-0.972,0.059,-0.249,100.200,308.500
106449,DESCENT,155.293,-77.115,-177.170,-0.974,0.064,-0.246,100.189,311.533
106452,DESCENT,155.268,-77.116,-177.139,-0.973,0.068,-0.244,100.194,310.155
106455,DESCENT,155.154,-77.103,-177.025,-0.969,0.060,-0.245,100.189,311.533
106459,DESCENT,155.147,-77.098,-177.019,-0.973,0.068,-0.248,100.189,311.533
106462,DESCENT,155.141,-77.092,-177.012,-0.969,0.070,-0.242,100.189,311.533
106465,DESCENT,155.141,-77.092,-177.012,-0.969,0.070,-0.242,100.189,311.533
106468,DESCENT,155.141,-77.092,-177.012,-0.969,0.070,-0.242,100.189,311.533
106471,DESCENT,155.141,-77.092,-177.012,-0.969,0.070,-0.242,100.189,311.533
106475,DESCENT,155.136,-77.086,-177.008,-0.973,0.063,-0.246,100.189,311.533
106479,DESCENT,155.137,-77.079,-177.011,-0.967,0.062,-0.246,100.189,311.533
106482,DESCENT,155.140,-77.073,-177.017,-0.967,0.065,-0.243,100.194,310.155
106485,DESCENT,155.149,-77.067,-177.029,-0.968,0.061,-0.243,100.178,314.565
106488,DESCENT,155.160,-77.061,-177.045,-0.968,0.058,-0.247,100.194,310.155
106491,DESCENT,155.160,-77.061,-177.045,-0.968,0.058,-0.247,100.194,310.155
106494,DESCENT,155.160,-77.061,-177.045,-0.968,0.058,-0.247,100.194,310.155
106498,DESCENT,155.160,-77.061,-177.045,-0.968,0.058,-0.247,100.194,310.155
106502,DESCENT,155.170,-77.056,-177.060,-0.970,0.065,-0.241,100.200,308.500
106505,DESCENT,155.175,-77.050,-177.070,-0.975,0.073,-0.241,100.189,311.533
106508,DESCENT,155.177,-77.044,-177.076,-0.981,0.069,-0.241,100.194,310.155
106511,DESCENT,155.180,-77.036,-177.085,-0.975,0.061,-0.242,100.189,311.533
106514,DESCENT,155.181,-77.030,-177.092,-0.970,0.060,-0.241,100.194,310.155
106518,DESCENT,155.181,-77.030,-177.092,-0.970,0.060,-0.241,100.194,310.155
106521,DESCENT,155.181,-77.030,-177.092,-0.970,0.060,-0.241,100.194,310.155
106528,DESCENT,155.179,-77.024,-177.098,-0.967,0.057,-0.245,100.194,310.155
106531,DESCENT,155.177,-77.018,-177.105,-0.970,0.055,-0.243,100.189,311.533
106534,DESCENT,155.172,-77.013,-177.110,-0.974,0.062,-0.248,100.205,307.131
106537,DESCENT,155.164,-77.008,-177.111,-0.976,0.067,-0.246,100.194,310.155
106541,DESCENT,155.153,-77.004,-177.107,-0.974,0.068,-0.240,100.189,311.533
106544,DESCENT,155.153,-77.004,-177.107,-0.974,0.068,-0.240,100.189,311.533
106547,DESCENT,155.153,-77.004,-177.107,-0.974,0.068,-0.240,100.189,311.533
106550,DESCENT,155.153,-77.004,-177.107,-0.974,0.068,-0.240,100.189,311.533
106554,DESCENT,155.140,-76.999,-177.102,-0.974,0.064,-0.240,100.178,314.565
106557,DESCENT,155.131,-76.994,-177.101,-0.970,0.065,-0.241,100.194,310.155
106560,DESCENT,155.125,-76.991,-177.103,-0.968,0.059,-0.239,100.194,310.155
106564,DESCENT,155.122,-76.987,-177.109,-0.966,0.061,-0.235,100.194,310.155
106567,DESCENT,155.124,-76.985,-177.118,-0.964,0.063,-0.242,100.205,307.131
106570,DESCENT,155.124,-76.985,-177.118,-0.964,0.063,-0.242,100.205,307.131
106573,DESCENT,155.124,-76.985,-177.118,-0.964,0.063,-0.242,100.205,307.131
106577,DESCENT,155.124,-76.985,-177.118,-0.964,0.063,-0.242,100.205,307.131
106580,DESCENT,155.128,-76.982,-177.127,-0.970,0.067,-0.239,100.194,310.155
106583,DESCENT,155.131,-76.980,-177.133,-0.970,0.067,-0.235,100.189,311.533
106587,DESCENT,155.132,-76.978,-177.136,-0.973,0.070,-0.233,100.194,310.155
106590,DESCENT,155.133,-76.975,-177.136,-0.970,0.069,-0.236,100.189,311.533
106593,DESCENT,155.134,-76.973,-177.139,-0.970,0.061,-0.238,100.182,313.465
106597,DESCENT,155.134,-76.973,-177.139,-0.970,0.061,-0.238,100.182,313.465
106600,DESCENT,155.134,-76.973,-177.139,-0.970,0.061,-0.238,100.182,313.465
106603,DESCENT,155.134,-76.973,-177.139,-0.970,0.061,-0.238,100.182,313.465
106606,DESCENT,155.140,-76.972,-177.146,-0.972,0.059,-0.237,100.200,308.500
106610,DESCENT,155.140,-76.971,-177.149,-0.973,0.057,-0.240,100.200,308.500
106613,DESCENT,155.138,-76.972,-177.151,-0.968,0.056,-0.238,100.194,310.155
106623,DESCENT,155.132,-76.974,-177.148,-0.968,0.061,-0.238,100.205,307.131
106626,DESCENT,155.132,-76.974,-177.148,-0.968,0.061,-0.238,100.205,307.131
106628,DESCENT,155.132,-76.974,-177.148,-0.968,0.061,-0.238,100.205,307.131
106633,DESCENT,155.106,-76.980,-177.127,-0.974,0.064,-0.238,100.194,310.155
106636,DESCENT,155.089,-76.982,-177.113,-0.976,0.062,-0.236,100.182,313.465
106639,DESCENT,155.074,-76.985,-177.101,-0.977,0.064,-0.240,100.182,313.465
106642,DESCENT,155.060,-76.988,-177.091,-0.973,0.061,-0.239,100.200,308.500
106645,DESCENT,155.048,-76.992,-177.082,-0.970,0.060,-0.241,100.189,311.533
106648,DESCENT,155.048,-76.992,-177.082,-0.970,0.060,-0.241,100.189,311.533
