millis,state,yaw_deg,pitch_deg,roll_deg,ax_G,ay_G,az_G,pressure_kPa,altitude_ft
45181,GROUND,-178.548,-83.492,64.286,-0.996,0.028,-0.197,100.085,340.195
45184,GROUND,-178.548,-83.492,64.286,-0.996,0.028,-0.197,100.085,340.195
45189,GROUND,-178.312,-83.507,64.076,-0.992,0.024,-0.202,100.089,339.094
45193,GROUND,-178.079,-83.522,63.866,-0.988,0.029,-0.206,100.073,343.505
45197,GROUND,-177.839,-83.536,63.648,-0.985,0.033,-0.212,100.089,339.094
45199,GROUND,-177.594,-83.550,63.427,-0.978,0.032,-0.212,100.085,340.195
45202,GROUND,-177.351,-83.562,63.208,-0.971,0.032,-0.212,100.085,340.195
45205,GROUND,-177.351,-83.562,63.208,-0.971,0.032,-0.212,100.085,340.195
45208,GROUND,-177.351,-83.562,63.208,-0.971,0.032,-0.212,100.085,340.195
45211,GROUND,-177.351,-83.562,63.208,-0.971,0.032,-0.212,100.085,340.195
45216,GROUND,-177.113,-83.573,62.995,-0.969,0.031,-0.217,100.100,336.062
45219,GROUND,-176.884,-83.582,62.791,-0.969,0.027,-0.216,100.096,337.162
45222,GROUND,-176.658,-83.590,62.587,-0.963,0.029,-0.211,100.085,340.195
45225,GROUND,-176.436,-83.596,62.386,-0.968,0.024,-0.218,100.089,339.094
45228,GROUND,-176.227,-83.601,62.196,-0.968,0.033,-0.221,100.089,339.094
45231,GROUND,-176.227,-83.601,62.196,-0.968,0.033,-0.221,100.089,339.094
45234,GROUND,-176.227,-83.601,62.196,-0.968,0.033,-0.221,100.089,339.094
45237,GROUND,-176.227,-83.601,62.196,-0.968,0.033,-0.221,100.089,339.094
45242,GROUND,-176.019,-83.607,62.009,-0.973,0.048,-0.224,100.085,340.195
45245,GROUND,-175.812,-83.612,61.824,-0.974,0.051,-0.220,100.085,340.195
45248,GROUND,-175.611,-83.617,61.646,-0.974,0.052,-0.220,100.085,340.195
45251,GROUND,-175.418,-83.624,61.478,-0.975,0.055,-0.217,100.096,337.162
45254,GROUND,-175.240,-83.631,61.325,-0.975,0.054,-0.219,100.096,337.162
45257,GROUND,-175.078,-83.638,61.188,-0.973,0.053,-0.222,100.085,340.195
45261,GROUND,-174.932,-83.645,61.066,-0.973,0.046,-0.224,100.085,340.195
45264,GROUND,-174.611,-83.660,60.806,-0.974,0.050,-0.223,100.085,340.195
45267,GROUND,-174.611,-83.660,60.806,-0.974,0.050,-0.223,100.085,340.195
45269,GROUND,-174.611,-83.660,60.806,-0.974,0.050,-0.223,100.085,340.195
45272,GROUND,-174.611,-83.660,60.806,-0.974,0.050,-0.223,100.085,340.195
45277,GROUND,-174.541,-83.662,60.754,-0.974,0.052,-0.222,100.100,336.062
45281,GROUND,-174.490,-83.661,60.718,-0.976,0.052,-0.222,100.085,340.195
45285,GROUND,-174.449,-83.659,60.691,-0.978,0.057,-0.225,100.096,337.162
45287,GROUND,-174.420,-83.656,60.674,-0.979,0.056,-0.229,100.073,343.505
45290,GROUND,-174.410,-83.651,60.674,-0.978,0.057,-0.226,100.085,340.195
45293,GROUND,-174.410,-83.651,60.674,-0.978,0.057,-0.226,100.085,340.195
45296,GROUND,-174.410,-83.651,60.674,-0.978,0.057,-0.226,100.085,340.195
45299,GROUND,-174.410,-83.651,60.674,-0.978,0.057,-0.226,100.085,340.195
45304,GROUND,-174.413,-83.645,60.685,-0.977,0.054,-0.226,100.085,340.195
45307,GROUND,-174.425,-83.637,60.704,-0.976,0.055,-0.224,100.085,340.195
45310,GROUND,-174.459,-83.628,60.743,-0.974,0.062,-0.223,100.078,342.127
45313,GROUND,-174.512,-83.619,60.801,-0.973,0.062,-0.224,100.085,340.195
45316,GROUND,-174.586,-83.609,60.878,-0.976,0.048,-0.223,100.085,340.195
45319,GROUND,-174.586,-83.609,60.878,-0.976,0.048,-0.223,100.085,340.195
45322,GROUND,-174.586,-83.609,60.878,-0.976,0.048,-0.223,100.085,340.195
45325,GROUND,-174.586,-83.609,60.878,-0.976,0.048,-0.223,100.085,340.195
45330,GROUND,-174.683,-83.598,60.972,-0.973,0.049,-0.217,100.085,340.195
45333,GROUND,-174.795,-83.586,61.080,-0.974,0.050,-0.225,100.085,340.195
45336,GROUND,-174.926,-83.574,61.206,-0.974,0.054,-0.223,100.089,339.094
45339,GROUND,-175.067,-83.560,61.343,-0.972,0.055,-0.227,100.096,337.162
45342,GROUND,-175.217,-83.546,61.490,-0.973,0.048,-0.225,100.089,339.094
45345,GROUND,-175.217,-83.546,61.490,-0.973,0.048,-0.225,100.089,339.094
45348,GROUND,-175.217,-83.546,61.490,-0.973,0.048,-0.225,100.089,339.094
45351,GROUND,-175.217,-83.546,61.490,-0.973,0.048,-0.225,100.089,339.094
45356,GROUND,-175.377,-83.531,61.647,-0.973,0.044,-0.226,100.089,339.094
45359,GROUND,-175.550,-83.516,61.814,-0.973,0.030,-0.226,100.085,340.195
45362,GROUND,-175.729,-83.499,61.984,-0.975,0.023,-0.224,100.085,340.195
45365,GROUND,-175.923,-83.483,62.164,-0.975,0.034,-0.213,100.085,340.195
45369,GROUND,-176.124,-83.467,62.350,-0.979,0.032,-0.216,100.100,336.062
45372,GROUND,-176.124,-83.467,62.350,-0.979,0.032,-0.216,100.100,336.062
45376,GROUND,-176.124,-83.467,62.350,-0.979,0.032,-0.216,100.100,336.062
45379,GROUND,-176.124,-83.467,62.350,-0.979,0.032,-0.216,100.100,336.062
45382,GROUND,-176.338,-83.450,62.547,-0.977,0.032,-0.214,100.073,343.505
45385,GROUND,-176.551,-83.434,62.744,-0.979,0.035,-0.218,100.100,336.062
45389,GROUND,-176.763,-83.417,62.941,-0.982,0.030,-0.218,100.085,340.195
45392,GROUND,-176.964,-83.402,63.127,-0.982,0.035,-0.216,100.085,340.195
45395,GROUND,-177.155,-83.388,63.307,-0.982,0.035,-0.219,100.089,339.094
45398,GROUND,-177.155,-83.388,63.307,-0.982,0.035,-0.219,100.089,339.094
45401,GROUND,-177.155,-83.388,63.307,-0.982,0.035,-0.219,100.089,339.094
45404,GROUND,-177.155,-83.388,63.307,-0.982,0.035,-0.219,100.089,339.094
45409,GROUND,-177.340,-83.374,63.485,-0.982,0.031,-0.214,100.089,339.094
45412,GROUND,-177.520,-83.361,63.659,-0.981,0.030,-0.212,100.089,339.094
45415,GROUND,-177.700,-83.349,63.834,-0.980,0.017,-0.209,100.089,339.094
45418,GROUND,-177.881,-83.335,64.010,-0.976,0.015,-0.209,100.078,342.127
45421,GROUND,-178.064,-83.322,64.185,-0.977,0.022,-0.210,100.089,339.094
45424,GROUND,-178.064,-83.322,64.185,-0.977,0.022,-0.210,100.089,339.094
45427,GROUND,-178.064,-83.322,64.185,-0.977,0.022,-0.210,100.089,339.094
45430,GROUND,-178.064,-83.322,64.185,-0.977,0.022,-0.210,100.089,339.094
45435,GROUND,-178.242,-83.309,64.359,-0.980,0.021,-0.211,100.100,336.062
45438,GROUND,-178.425,-83.297,64.538,-0.982,0.032,-0.208,100.089,339.094
45441,GROUND,-178.600,-83.286,64.714,-0.985,0.028,-0.214,100.089,339.094
45444,GROUND,-178.775,-83.276,64.891,-0.985,0.024,-0.213,100.089,339.094
45447,GROUND,-178.936,-83.267,65.056,-0.985,0.026,-0.206,100.089,339.094
45450,GROUND,-178.936,-83.267,65.056,-0.985,0.026,-0.206,100.089,339.094
45453,GROUND,-178.936,-83.267,65.056,-0.985,0.026,-0.206,100.089,339.094
45456,GROUND,-178.936,-83.267,65.056,-0.985,0.026,-0.206,100.089,339.094
45461,GROUND,-179.088,-83.260,65.211,-0.988,0.020,-0.205,100.089,339.094
45464,GROUND,-179.231,-83.253,65.355,-0.988,0.020,-0.202,100.085,340.195
45468,GROUND,-179.361,-83.247,65.482,-0.986,0.022,-0.202,100.078,342.127
45471,GROUND,-179.482,-83.243,65.600,-0.990,0.025,-0.202,100.100,336.062
45474,GROUND,-179.597,-83.240,65.712,-0.988,0.029,-0.203,100.089,339.094
45477,GROUND,-179.597,-83.240,65.712,-0.988,0.029,-0.203,100.089,339.094
45487,GROUND,-179.597,-83.240,65.712,-0.988,0.029,-0.203,100.089,339.094
45490,GROUND,-179.808,-83.239,65.914,-0.987,0.017,-0.202,100.093,337.994
45493,GROUND,-179.902,-83.237,66.004,-0.987,0.021,-0.201,100.100,336.062
45497,GROUND,-179.986,-83.235,66.084,-0.987,0.027,-0.205,100.093,337.994
45500,GROUND,179.941,-83.234,66.157,-0.986,0.034,-0.202,100.089,339.094
45502,GROUND,179.941,-83.234,66.157,-0.986,0.034,-0.202,100.089,339.094
45505,GROUND,179.941,-83.234,66.157,-0.986,0.034,-0.202,100.089,339.094
45508,GROUND,179.941,-83.234,66.157,-0.986,0.034,-0.202,100.089,339.094
45513,GROUND,179.875,-83.233,66.226,-0.985,0.027,-0.204,100.085,340.195
45516,GROUND,179.814,-83.231,66.291,-0.982,0.013,-0.205,100.089,339.094
45520,GROUND,179.756,-83.229,66.352,-0.976,0.004,-0.205,100.089,339.094
45523,GROUND,179.695,-83.226,66.412,-0.974,0.009,-0.204,100.089,339.094
45526,GROUND,179.632,-83.223,66.473,-0.973,0.016,-0.207,100.089,339.094
45529,GROUND,179.576,-83.218,66.529,-0.971,0.019,-0.209,100.089,339.094
45532,GROUND,179.523,-83.214,66.583,-0.975,0.031,-0.210,100.089,339.094
45535,GROUND,179.480,-83.211,66.632,-0.982,0.039,-0.209,100.089,339.094
45539,GROUND,179.448,-83.209,66.674,-0.988,0.040,-0.212,100.089,339.094
45542,GROUND,179.425,-83.208,66.708,-0.989,0.037,-0.209,100.078,342.127
45545,GROUND,179.425,-83.208,66.708,-0.989,0.037,-0.209,100.078,342.127
45547,GROUND,179.425,-83.208,66.708,-0.989,0.037,-0.209,100.078,342.127
45550,GROUND,179.425,-83.208,66.708,-0.989,0.037,-0.209,100.078,342.127
45555,GROUND,179.407,-83.209,66.738,-0.993,0.030,-0.207,100.085,340.195
45558,GROUND,179.387,-83.211,66.764,-0.994,0.027,-0.207,100.089,339.094
45561,GROUND,179.372,-83.214,66.783,-0.995,0.029,-0.205,100.089,339.094
45565,GROUND,179.351,-83.217,66.803,-0.994,0.021,-0.206,100.089,339.094
45568,GROUND,179.325,-83.220,66.824,-0.988,0.018,-0.207,100.078,342.127
45571,GROUND,179.325,-83.220,66.824,-0.988,0.018,-0.207,100.078,342.127
45573,GROUND,179.325,-83.220,66.824,-0.988,0.018,-0.207,100.078,342.127
45576,GROUND,179.325,-83.220,66.824,-0.988,0.018,-0.207,100.078,342.127
45581,GROUND,179.296,-83.221,66.846,-0.988,0.030,-0.208,100.073,343.505
45585,GROUND,179.262,-83.222,66.872,-0.987,0.038,-0.207,100.089,339.094
45588,GROUND,179.225,-83.221,66.904,-0.984,0.050,-0.208,100.089,339.094
45591,GROUND,179.179,-83.219,66.951,-0.984,0.060,-0.208,100.078,342.127
45594,GROUND,179.131,-83.217,67.005,-0.985,0.059,-0.214,100.089,339.094
45597,GROUND,179.131,-83.217,67.005,-0.985,0.059,-0.214,100.089,339.094
45599,GROUND,179.131,-83.217,67.005,-0.985,0.059,-0.214,100.089,339.094
45602,GROUND,179.131,-83.217,67.005,-0.985,0.059,-0.214,100.089,339.094
45608,GROUND,179.080,-83.215,67.067,-0.987,0.047,-0.210,100.082,341.027
45611,GROUND,179.020,-83.212,67.138,-0.984,0.032,-0.211,100.078,342.127
45614,GROUND,178.952,-83.208,67.213,-0.980,0.024,-0.208,100.085,340.195
45617,GROUND,178.875,-83.204,67.295,-0.979,0.029,-0.210,100.078,342.127
45620,GROUND,178.795,-83.201,67.378,-0.979,0.038,-0.213,100.078,342.127
45623,GROUND,178.795,-83.201,67.378,-0.979,0.038,-0.213,100.078,342.127
45626,GROUND,178.795,-83.201,67.378,-0.979,0.038,-0.213,100.078,342.127
45628,GROUND,178.795,-83.201,67.378,-0.979,0.038,-0.213,100.078,342.127
45634,GROUND,178.705,-83.198,67.472,-0.975,0.037,-0.213,100.089,339.094
45637,GROUND,178.607,-83.196,67.575,-0.972,0.030,-0.213,100.078,342.127
45640,GROUND,178.492,-83.195,67.691,-0.969,0.022,-0.213,100.078,342.127
45643,GROUND,178.372,-83.193,67.811,-0.968,0.023,-0.215,100.089,339.094
45646,GROUND,178.238,-83.191,67.943,-0.970,0.025,-0.216,100.089,339.094
45649,GROUND,178.238,-83.191,67.943,-0.970,0.025,-0.216,100.089,339.094
45652,GROUND,178.238,-83.191,67.943,-0.970,0.025,-0.216,100.089,339.094
45656,GROUND,178.238,-83.191,67.943,-0.970,0.025,-0.216,100.089,339.094
45660,GROUND,178.100,-83.190,68.081,-0.974,0.025,-0.218,100.093,337.994
45663,GROUND,177.951,-83.188,68.228,-0.971,0.026,-0.214,100.078,342.127
45666,GROUND,177.799,-83.188,68.379,-0.976,0.028,-0.210,100.089,339.094
45669,GROUND,177.635,-83.188,68.541,-0.974,0.024,-0.212,100.078,342.127
45673,GROUND,177.463,-83.188,68.708,-0.970,0.018,-0.208,100.089,339.094
45675,GROUND,177.463,-83.188,68.708,-0.970,0.018,-0.208,100.089,339.094
45678,GROUND,177.463,-83.188,68.708,-0.970,0.018,-0.208,100.089,339.094
45681,GROUND,177.463,-83.188,68.708,-0.970,0.018,-0.208,100.089,339.094
45686,GROUND,177.284,-83.187,68.879,-0.971,0.013,-0.207,100.073,343.505
45689,GROUND,177.096,-83.186,69.058,-0.971,0.021,-0.204,100.089,339.094
45692,GROUND,176.905,-83.185,69.239,-0.976,0.027,-0.204,100.089,339.094
45696,GROUND,176.714,-83.184,69.422,-0.979,0.033,-0.201,100.089,339.094
45699,GROUND,176.529,-83.184,69.602,-0.983,0.041,-0.199,100.089,339.094
45702,GROUND,176.529,-83.184,69.602,-0.983,0.041,-0.199,100.089,339.094
45704,GROUND,176.529,-83.184,69.602,-0.983,0.041,-0.199,100.089,339.094
45707,GROUND,176.529,-83.184,69.602,-0.983,0.041,-0.199,100.089,339.094
45712,GROUND,176.349,-83.186,69.781,-0.989,0.044,-0.199,100.089,339.094
45716,GROUND,176.168,-83.187,69.963,-0.988,0.035,-0.194,100.089,339.094
45719,GROUND,175.993,-83.188,70.139,-0.988,0.023,-0.189,100.089,339.094
45722,GROUND,175.821,-83.187,70.304,-0.987,0.007,-0.188,100.089,339.094
45725,GROUND,175.650,-83.183,70.463,-0.980,0.002,-0.186,100.089,339.094
45728,GROUND,175.650,-83.183,70.463,-0.980,0.002,-0.186,100.089,339.094
45731,GROUND,175.650,-83.183,70.463,-0.980,0.002,-0.186,100.089,339.094
45733,GROUND,175.650,-83.183,70.463,-0.980,0.002,-0.186,100.089,339.094
45739,GROUND,175.482,-83.176,70.612,-0.976,0.006,-0.191,100.078,342.127
45742,GROUND,175.325,-83.167,70.751,-0.972,0.021,-0.192,100.078,342.127
45745,GROUND,175.177,-83.157,70.884,-0.969,0.039,-0.192,100.089,339.094
45749,GROUND,175.046,-83.148,71.008,-0.974,0.045,-0.196,100.089,339.094
45752,GROUND,174.930,-83.138,71.126,-0.976,0.041,-0.194,100.078,342.127
45755,GROUND,174.930,-83.138,71.126,-0.976,0.041,-0.194,100.078,342.127
45757,GROUND,174.930,-83.138,71.126,-0.976,0.041,-0.194,100.078,342.127
45760,GROUND,174.930,-83.138,71.126,-0.976,0.041,-0.194,100.078,342.127
45765,GROUND,174.823,-83.128,71.240,-0.978,0.033,-0.192,100.089,339.094
45768,GROUND,174.731,-83.118,71.340,-0.984,0.013,-0.190,100.089,339.094
45771,GROUND,174.643,-83.107,71.434,-0.983,0.011,-0.183,100.078,342.127
45774,GROUND,174.562,-83.097,71.519,-0.991,0.016,-0.184,100.078,342.127
45777,GROUND,174.484,-83.089,71.600,-0.993,0.021,-0.183,100.089,339.094
45780,GROUND,174.418,-83.083,71.673,-0.992,0.033,-0.183,100.078,342.127
45784,GROUND,174.292,-83.076,71.828,-0.982,0.012,-0.185,100.078,342.127
45787,GROUND,174.282,-83.074,71.849,-0.983,0.006,-0.191,100.078,342.127
45790,GROUND,174.282,-83.074,71.849,-0.983,0.006,-0.191,100.078,342.127
45793,GROUND,174.282,-83.074,71.849,-0.983,0.006,-0.191,100.078,342.127
45795,GROUND,174.282,-83.074,71.849,-0.983,0.006,-0.191,100.078,342.127
45800,GROUND,174.291,-83.073,71.850,-0.975,0.010,-0.189,100.078,342.127
45804,GROUND,174.312,-83.072,71.841,-0.980,0.019,-0.186,100.073,343.505
45807,GROUND,174.343,-83.072,71.824,-0.984,0.014,-0.190,100.089,339.094
45810,GROUND,174.386,-83.072,71.795,-0.981,0.007,-0.189,100.078,342.127
45813,GROUND,174.431,-83.073,71.763,-0.982,0.002,-0.194,100.078,342.127
45816,GROUND,174.431,-83.073,71.763,-0.982,0.002,-0.194,100.078,342.127
45819,GROUND,174.431,-83.073,71.763,-0.982,0.002,-0.194,100.078,342.127
45822,GROUND,174.431,-83.073,71.763,-0.982,0.002,-0.194,100.078,342.127
45827,GROUND,174.484,-83.073,71.723,-0.977,0.008,-0.196,100.078,342.127
45830,GROUND,174.545,-83.072,71.676,-0.978,0.010,-0.203,100.093,337.994
45833,GROUND,174.619,-83.072,71.618,-0.975,0.013,-0.207,100.078,342.127
45836,GROUND,174.699,-83.071,71.557,-0.971,0.020,-0.206,100.089,339.094
45840,GROUND,174.781,-83.072,71.497,-0.968,0.034,-0.213,100.078,342.127
45843,GROUND,174.781,-83.072,71.497,-0.968,0.034,-0.213,100.078,342.127
45846,GROUND,174.781,-83.072,71.497,-0.968,0.034,-0.213,100.078,342.127
45849,GROUND,174.781,-83.072,71.497,-0.968,0.034,-0.213,100.078,342.127
45853,GROUND,174.861,-83.075,71.447,-0.971,0.043,-0.209,100.089,339.094
45856,GROUND,174.931,-83.083,71.410,-0.971,0.041,-0.211,100.085,340.195
45859,GROUND,174.984,-83.093,71.394,-0.970,0.031,-0.213,100.082,341.027
45862,GROUND,175.018,-83.106,71.394,-0.974,0.025,-0.211,100.093,337.994
45865,GROUND,175.030,-83.121,71.412,-0.979,0.022,-0.215,100.082,341.027
45868,GROUND,175.030,-83.121,71.412,-0.979,0.022,-0.215,100.082,341.027
45871,GROUND,175.030,-83.121,71.412,-0.979,0.022,-0.215,100.082,341.027
45874,GROUND,175.030,-83.121,71.412,-0.979,0.022,-0.215,100.082,341.027
45879,GROUND,175.025,-83.137,71.445,-0.978,0.011,-0.222,100.082,341.027
45882,GROUND,175.001,-83.153,71.488,-0.978,0.007,-0.221,100.078,342.127
45885,GROUND,174.958,-83.169,71.546,-0.977,0.017,-0.221,100.082,341.027
45894,GROUND,174.900,-83.187,71.617,-0.982,0.039,-0.222,100.082,341.027
45896,GROUND,174.900,-83.187,71.617,-0.982,0.039,-0.222,100.082,341.027
45899,GROUND,174.900,-83.187,71.617,-0.982,0.039,-0.222,100.082,341.027
45902,GROUND,174.900,-83.187,71.617,-0.982,0.039,-0.222,100.082,341.027
45905,GROUND,174.732,-83.227,71.823,-0.988,0.050,-0.221,100.089,339.094
45908,GROUND,174.624,-83.249,71.954,-0.992,0.041,-0.219,100.082,341.027
45912,GROUND,174.498,-83.272,72.101,-0.996,0.032,-0.215,100.078,342.127
45915,GROUND,174.361,-83.293,72.254,-1.001,0.021,-0.212,100.078,342.127
45918,GROUND,174.213,-83.312,72.411,-1.001,0.027,-0.209,100.078,342.127
45920,GROUND,174.213,-83.312,72.411,-1.001,0.027,-0.209,100.078,342.127
45923,GROUND,174.213,-83.312,72.411,-1.001,0.027,-0.209,100.078,342.127
45926,GROUND,174.213,-83.312,72.411,-1.001,0.027,-0.209,100.078,342.127
45931,GROUND,174.052,-83.331,72.578,-1.004,0.039,-0.208,100.078,342.127
45935,GROUND,173.882,-83.350,72.753,-1.001,0.049,-0.204,100.082,341.027
45938,GROUND,173.693,-83.367,72.946,-0.999,0.044,-0.203,100.078,342.127
45941,GROUND,173.489,-83.383,73.152,-0.991,0.036,-0.201,100.078,342.127
45944,GROUND,173.269,-83.396,73.372,-0.986,0.033,-0.197,100.078,342.127
45947,GROUND,173.269,-83.396,73.372,-0.986,0.033,-0.197,100.078,342.127
45949,GROUND,173.269,-83.396,73.372,-0.986,0.033,-0.197,100.078,342.127
45952,GROUND,173.269,-83.396,73.372,-0.986,0.033,-0.197,100.078,342.127
45958,GROUND,173.036,-83.407,73.604,-0.983,0.040,-0.205,100.082,341.027
45961,GROUND,172.793,-83.416,73.848,-0.976,0.049,-0.203,100.082,341.027
45964,GROUND,172.547,-83.423,74.098,-0.978,0.050,-0.205,100.078,342.127
45967,GROUND,172.290,-83.429,74.362,-0.978,0.050,-0.204,100.067,345.160
45970,GROUND,172.031,-83.433,74.629,-0.979,0.044,-0.205,100.093,337.994
45973,GROUND,172.031,-83.433,74.629,-0.979,0.044,-0.205,100.093,337.994
45976,GROUND,172.031,-83.433,74.629,-0.979,0.044,-0.205,100.093,337.994
45979,GROUND,172.031,-83.433,74.629,-0.979,0.044,-0.205,100.093,337.994
45984,GROUND,171.757,-83.435,74.909,-0.976,0.030,-0.197,100.093,337.994
45987,GROUND,171.469,-83.435,75.197,-0.973,0.021,-0.196,100.082,341.027
45990,GROUND,171.167,-83.433,75.491,-0.974,0.021,-0.196,100.089,339.094
45993,GROUND,170.859,-83.428,75.786,-0.974,0.025,-0.194,100.093,337.994
45996,GROUND,170.546,-83.421,76.084,-0.971,0.038,-0.199,100.082,341.027
45999,GROUND,170.546,-83.421,76.084,-0.971,0.038,-0.199,100.082,341.027
46002,GROUND,170.546,-83.421,76.084,-0.971,0.038,-0.199,100.082,341.027
46005,GROUND,170.546,-83.421,76.084,-0.971,0.038,-0.199,100.082,341.027
46010,GROUND,170.243,-83.414,76.374,-0.969,0.053,-0.199,100.082,341.027
46013,GROUND,169.936,-83.406,76.673,-0.972,0.061,-0.192,100.078,342.127
46016,GROUND,169.632,-83.398,76.973,-0.979,0.050,-0.193,100.067,345.160
46019,GROUND,169.323,-83.389,77.279,-0.979,0.036,-0.187,100.078,342.127
46023,GROUND,169.015,-83.376,77.580,-0.980,0.017,-0.184,100.082,341.027
46026,GROUND,169.015,-83.376,77.580,-0.980,0.017,-0.184,100.082,341.027
46029,GROUND,169.015,-83.376,77.580,-0.980,0.017,-0.184,100.082,341.027
46032,GROUND,169.015,-83.376,77.580,-0.980,0.017,-0.184,100.082,341.027
46036,GROUND,168.703,-83.361,77.876,-0.979,0.011,-0.185,100.082,341.027
46039,GROUND,168.389,-83.342,78.169,-0.980,0.013,-0.186,100.093,337.994
46043,GROUND,168.076,-83.320,78.457,-0.976,0.026,-0.184,100.078,342.127
46046,GROUND,167.771,-83.297,78.738,-0.979,0.041,-0.183,100.093,337.994
46049,GROUND,167.473,-83.274,79.019,-0.979,0.052,-0.186,100.082,341.027
46052,GROUND,167.473,-83.274,79.019,-0.979,0.052,-0.186,100.082,341.027
46054,GROUND,167.473,-83.274,79.019,-0.979,0.052,-0.186,100.082,341.027
46057,GROUND,167.473,-83.274,79.019,-0.979,0.052,-0.186,100.082,341.027
46063,GROUND,167.188,-83.250,79.293,-0.984,0.052,-0.184,100.082,341.027
46066,GROUND,166.914,-83.226,79.561,-0.985,0.040,-0.180,100.082,341.027
46069,GROUND,166.660,-83.201,79.812,-0.985,0.021,-0.176,100.082,341.027
46072,GROUND,166.415,-83.173,80.049,-0.985,0.010,-0.170,100.078,342.127
46075,GROUND,166.178,-83.144,80.275,-0.989,0.012,-0.168,100.078,342.127
46078,GROUND,166.178,-83.144,80.275,-0.989,0.012,-0.168,100.078,342.127
46081,GROUND,166.178,-83.144,80.275,-0.989,0.012,-0.168,100.078,342.127
46084,GROUND,166.178,-83.144,80.275,-0.989,0.012,-0.168,100.078,342.127
46089,GROUND,165.953,-83.115,80.487,-0.993,0.021,-0.165,100.082,341.027
46092,GROUND,165.735,-83.087,80.693,-0.997,0.041,-0.164,100.067,345.160
46095,GROUND,165.529,-83.059,80.893,-1.001,0.039,-0.168,100.078,342.127
46098,GROUND,165.335,-83.032,81.086,-1.001,0.029,-0.169,100.082,341.027
46101,GROUND,165.169,-83.004,81.253,-0.992,0.020,-0.171,100.067,345.160
46104,GROUND,165.169,-83.004,81.253,-0.992,0.020,-0.171,100.067,345.160
46107,GROUND,165.169,-83.004,81.253,-0.992,0.020,-0.171,100.067,345.160
46110,GROUND,165.169,-83.004,81.253,-0.992,0.020,-0.171,100.067,345.160
46115,GROUND,165.029,-82.974,81.395,-0.994,0.009,-0.173,100.093,337.994
46122,GROUND,164.915,-82.943,81.508,-0.988,0.000,-0.169,100.093,337.994
46127,GROUND,164.682,-82.853,81.742,-0.988,0.017,-0.166,100.089,339.094
46130,GROUND,164.682,-82.853,81.742,-0.988,0.017,-0.166,100.089,339.094
46133,GROUND,164.682,-82.853,81.742,-0.988,0.017,-0.166,100.089,339.094
46136,GROUND,164.682,-82.853,81.742,-0.988,0.017,-0.166,100.089,339.094
46141,GROUND,164.627,-82.824,81.801,-0.988,0.008,-0.169,100.071,344.059
46144,GROUND,164.582,-82.796,81.850,-0.987,0.004,-0.167,100.082,341.027
46147,GROUND,164.553,-82.768,81.882,-0.989,0.001,-0.169,100.067,345.160
46151,GROUND,164.537,-82.740,81.899,-0.986,-0.009,-0.174,100.078,342.127
46154,GROUND,164.539,-82.712,81.897,-0.982,-0.004,-0.169,100.093,337.994
